y_true,y_pred
13376.0,13481.575458185904
10441.0,10035.537229648335
4030.0,4623.931608794087
17024.0,17122.269811177754
13017.0,11160.3201474623
6686.0,6501.6756705060425
5636.0,5815.104036489619
6442.0,6438.342903450952
9486.0,9279.086514485103
10844.0,10755.070417082059
15318.0,14412.548237453544
5117.0,4938.668230001633
6147.0,6013.21255426452
7005.0,7222.211966662883
3873.0,3823.2945898855533
9270.0,8360.16456942911
3898.0,3468.71288696377
14781.0,14516.388609281361
8586.0,9690.307708450351
10697.0,11261.442350274589
14300.0,14383.205632121124
8855.0,8194.995591100915
10844.0,10452.972153692615
17024.0,16093.078918608468
9314.0,9097.658963868475
4777.0,4809.153841418987
7662.0,7261.6724418059775
6442.0,6416.057373196672
5264.0,4927.873139700185
12898.0,12853.181258136858
6092.0,6756.799708289727
3311.0,3411.916269305524
6540.0,6474.3161664923155
3419.0,3548.6404522884973
5177.0,5156.962110560178
8246.0,5596.920144248243
14676.0,14669.716133012818
13587.0,12717.558562539458
9663.0,9484.755138654158
13044.0,12955.723585777
5073.0,4939.604844873565
9345.0,9382.871437785323
9663.0,8793.104025122073
14277.0,10257.966204619412
10262.0,10381.25512389206
5678.0,5343.133398612664
13727.0,13601.97682147991
9663.0,9552.644933558935
3858.0,3766.8962129275897
4812.0,4781.96455283571
5775.0,5827.7047082866275
10539.0,10314.462719364561
4804.0,4838.049797180064
3383.0,3490.373845721883
8738.0,7370.652319387676
7165.0,6131.763445730898
6412.0,6400.335272407359
8016.0,8209.314036308568
11087.0,11002.782332917312
3543.0,3511.8129902179526
12471.0,12855.122430252664
10262.0,10384.047055325133
4441.0,6005.854470874085
12537.0,9818.78505307386
10091.0,7992.122946833844
6961.0,5677.028364233782
5013.0,5120.5864604253575
6934.0,6093.951648486113
10877.0,10774.336990986678
7229.0,7287.452234734451
7048.0,7656.913145483824
4878.0,4867.553038149426
10844.0,10480.687644777214
15129.0,16635.175760878185
3943.0,3957.546924758155
5583.0,5932.876912673542
9646.0,9352.97015739353
7677.0,8568.232007335322
6842.0,6730.538300454608
4995.0,4779.428024363271
9555.0,9391.673083650065
4077.0,3861.0422733832393
7229.0,7196.353867366252
12192.0,12072.791348397737
5911.0,5831.036540145715
8372.0,8605.141323022457
4995.0,3821.2413618286696
14323.0,13483.178344265225
13014.0,13110.534823376467
13591.0,13593.522420463347
18799.0,19818.790604214555
3943.0,4333.2189664038715
1965.0,1960.1321630229925
4995.0,4955.398471182904
14641.0,10601.957899843623
4460.0,4663.130831723903
10191.0,8999.602655311317
13843.0,13109.115154476956
6349.0,6957.3775397240215
4409.0,4694.70991624909
17024.0,17323.052221571223
13727.0,12089.592957933019
8855.0,7764.086654857708
12524.0,11471.004843387796
13555.0,13715.746892645015
10844.0,10370.87746444672
13587.0,8800.414405646214
3543.0,3596.090650455338
4842.0,4466.888632624785
3943.0,4043.949909764888
10577.0,10450.181654466573
6979.0,6952.883980877359
11982.0,11666.206449116278
5264.0,5520.877762261296
8001.0,8446.679665731897
10651.0,10410.833506952185
10844.0,10816.794708621757
6601.0,7044.999621898401
6587.0,7002.3718306461715
3173.0,2456.781517530947
5228.0,5811.884023399913
5769.0,6248.407691083732
14714.0,14930.35385047347
13014.0,13247.016070941247
3359.0,3769.2742866510525
6722.0,7351.928984244914
4462.0,4434.184043515333
6171.0,6414.4629149401835
12303.0,12268.0498780808
7695.0,8261.154501567618
5684.0,5781.428926994986
8366.0,8235.88199543728
19630.0,9954.623568377994
13502.0,13102.546391323829
14781.0,14440.753333071543
6513.0,7187.633334846259
9929.0,9734.153467496464
18275.0,18233.631079300547
4487.0,5213.4383433552775
2754.0,2679.2762265881165
2575.0,2726.141907446122
8224.0,8140.157600702129
8991.0,9137.239591742045
5000.0,5209.029159254264
8529.0,8773.850846231171
14042.0,14412.85342326289
4030.0,4551.1172416066165
10844.0,10588.844285498679
4804.0,4709.341676821652
7308.0,7769.836872649622
4823.0,4805.059571457305
10262.0,10251.627078537575
12898.0,12716.524382157042
12778.0,13148.353362418507
14871.0,14614.016783809106
8708.0,10752.289930135465
10844.0,10552.381002530778
4129.0,4720.164123454121
4804.0,4800.444135911981
7229.0,7369.444799458034
7832.0,7756.792516136887
3859.0,3875.836234922183
9001.0,7863.529762237531
4878.0,4891.658890360875
2754.0,3102.6553258077947
4668.0,4648.184160310853
5216.0,4588.374512126858
10368.0,10688.151730898144
8146.0,7651.196968450261
12242.0,12186.45925415982
9134.0,9120.803718941917
10939.0,10380.093120040576
11753.0,11952.273357325572
4174.0,4001.655876645695
10844.0,10967.202733972908
14714.0,14706.790269169576
9899.0,9342.19525545928
14871.0,15518.1897586679
7295.0,6915.294146363923
13465.0,11958.631308886459
3543.0,3480.3395183057437
7198.0,7124.677255881439
10262.0,10452.819021166573
4148.0,4517.984119445792
8016.0,7921.319899473375
10262.0,10430.433986032613
3841.0,3778.3851280893937
11507.0,15340.119089788255
14781.0,14676.073292809717
16079.0,16252.523129767045
12898.0,12562.7154974298
15353.0,14789.705820682644
7303.0,7394.876862777473
6197.0,6246.283006449941
8996.0,8877.453515617739
6528.0,6621.524843133626
4239.0,3841.502445745727
4148.0,4269.02497866355
3971.0,3842.259206959816
5192.0,5222.88175426491
9483.0,9998.977865239638
18804.0,18656.21628556405
5201.0,5176.929363968426
16079.0,15977.214546789284
7229.0,6981.776198444104
6795.0,8350.555508227895
10953.0,12158.35329452322
15965.0,16140.499871744852
9968.0,10289.842197916621
4804.0,4677.275397824944
16079.0,15953.14397955761
11507.0,10841.302005765325
11542.0,12277.790987712753
7229.0,7272.42652645258
4544.0,4802.421214696457
6496.0,6727.358188439618
4804.0,4748.743222831793
13439.0,15056.358444448462
6540.0,6448.5242734594685
4591.0,4357.884465965374
4437.0,4647.769992104848
6151.0,6097.132177012328
7754.0,7125.072486434148
10262.0,10297.623302287728
8016.0,8066.588953970685
4781.0,4787.42012378933
4668.0,4590.269194343715
14594.0,12339.356807931894
14231.0,14559.62158655195
8425.0,7562.839933438277
9646.0,9356.253562870686
7295.0,7109.599610042558
5162.0,4909.775334996959
6860.0,7397.824496381615
6216.0,6273.6349739210955
5192.0,5511.0430596795795
4823.0,4766.858790648338
3919.0,4031.2055644700145
2754.0,2723.8307019910753
9315.0,9791.496477086603
11667.0,11239.323969064622
6224.0,7704.034106064987
13349.0,12625.02829391405
11087.0,10672.680693838405
15603.0,17012.554199530867
15129.0,14616.22771459985
4823.0,4812.021877572093
8452.0,8627.194192865385
12524.0,10612.258694314061
3384.0,3503.223304057859
10262.0,10370.432283436896
1965.0,1953.370664402595
4804.0,4769.993323876964
16079.0,16147.396404253835
13292.0,13685.482840963343
6751.0,6595.14571627594
8669.0,8786.131018583743
14871.0,14702.371456427276
12898.0,12512.560543652056
3919.0,4091.321734822068
36983.0,21931.545312710532
3597.0,3596.6392588052677
10741.0,8586.239558481633
11432.0,11999.113573975741
11087.0,11147.686999411762
13292.0,13524.912906561543
10493.0,11402.33199925322
7631.0,6384.30079318648
13381.0,13929.813625058498
13731.0,13385.718242249537
11911.0,12264.692461275212
4591.0,4796.105868078388
14848.0,14702.705659670954
8266.0,8256.137245421018
12392.0,12797.102176782922
13044.0,13135.428112540816
12898.0,12654.64195812124
12242.0,12809.678649309912
3943.0,4252.4598019083705
11105.0,11528.499910759645
14388.0,14422.85425585029
13014.0,14578.444666258994
15411.0,15441.578914716683
16289.0,16389.73065801945
6442.0,6578.09271110601
10844.0,10703.151510458454
5678.0,6146.593310449469
6906.0,4984.288875423477
3543.0,3501.817969089314
14714.0,14876.013339929907
11793.0,11484.662654651653
14323.0,13015.801312968862
3971.0,4108.948512112275
8452.0,8246.676232497344
5403.0,5465.03621161276
13727.0,10775.631115626353
12639.0,13027.15634320165
5198.0,4617.655262562586
4878.0,5005.336448119686
12373.0,12429.122477258412
8552.0,9098.91742499052
6741.0,6524.437390773055
6481.0,8246.809292773489
7354.0,7742.882482187817
5228.0,5125.024915045712
10844.0,10093.614076484131
6347.0,5970.072265358084
5013.0,5509.06329137263
9663.0,9220.235392606808
4823.0,4828.92566833902
13381.0,13332.34723918398
3543.0,3541.899579535569
9663.0,9339.947436869945
7064.0,7087.5861180399825
10262.0,11541.896833438374
13013.0,12552.078424121126
15339.0,13157.436500575739
4937.0,4640.176988096499
6818.0,6738.182095563692
10441.0,11194.097315809431
5177.0,5461.602412676209
3858.0,3808.353956854781
6534.0,6971.5108045379075
6795.0,7089.8611097112225
9736.0,8147.030336011315
7229.0,7267.791166706271
4957.0,5025.148431256848
7648.0,5778.470989401483
3873.0,3934.2694465582413
14388.0,14096.833075087627
5618.0,4960.596463336482
7408.0,7430.612890267557
13774.0,12189.33920254375
4668.0,4873.890485619084
13082.0,12385.744871116189
8669.0,9027.689875715365
6316.0,6197.508751735008
12583.0,13921.56228373204
7923.0,8819.260734359119
7378.0,15163.036847020538
4878.0,4949.078313595032
10844.0,10872.61243517245
7229.0,7214.410645201956
6297.0,5800.823901979263
8529.0,8828.924019990292
13727.0,13306.849362833467
6643.0,6344.978321064155
10197.0,10944.602817276453
4911.0,4584.768269075415
6482.0,6389.8922356530775
26890.0,26047.220905511167
3717.0,4015.276818562924
3597.0,3558.186995008247
10846.0,10560.061812568178
14069.0,15338.796779459673
5177.0,5698.1467857733505
14641.0,15123.555550705803
6442.0,6645.336891277344
5704.0,5840.49697356123
9663.0,9522.635760930187
14714.0,14737.218535064032
5406.0,5693.486234880775
8610.0,8846.757060590882
14237.0,14132.154583862148
4823.0,4889.479165601384
2227.0,2330.684590134818
12373.0,12357.14922807318
8372.0,8544.42697309919
17024.0,18195.235826909786
3100.0,2950.932751168774
14053.0,13670.252474280956
3540.0,3681.801428886517
9345.0,9228.279143966744
10368.0,10591.37891618484
26890.0,27862.26369702291
5755.0,4529.8376012508625
7832.0,7816.2557588844375
14388.0,14723.52830465637
8839.0,9936.86688604676
22096.0,15592.0039478305
3687.0,3752.5031954313613
9627.0,9718.467150947661
13542.0,11250.332212179415
4423.0,4261.859145273145
8899.0,8906.003041588634
5583.0,6072.787777341713
6752.0,7007.016899087974
3543.0,3508.386657561535
7832.0,7797.1883213122455
10991.0,12342.678144519212
12898.0,12719.412892442257
12898.0,12181.889166306852
3398.0,3605.4974491034077
5201.0,5504.479461377525
13873.0,14001.6433528886
7384.0,7535.597307725824
10262.0,10292.69449349616
10031.0,10262.69904508445
12384.0,10667.581276442705
7757.0,8999.781338979343
17261.0,17582.789273858678
7298.0,7817.254162306854
7229.0,7208.802782007446
4174.0,4233.029808966543
5699.0,5510.0270589184765
4880.0,5553.102081476931
15284.0,14873.006629199028
13759.0,14089.350712477697
16092.0,13365.916558414716
4392.0,4623.436223014305
10262.0,10343.126571712124
3841.0,3869.23890384145
5048.0,4042.7087511495456
11096.0,10851.972766793795
5073.0,5070.643479257643
19828.0,17898.683935411107
3739.0,4315.966079870282
10598.0,10961.904538847568
7229.0,7002.206259153061
8610.0,8653.122778142657
6216.0,6152.209903203608
6961.0,6767.20777196824
10703.0,11238.917565877853
14151.0,13229.242974468865
8586.0,9002.460253313991
4488.0,4208.635646023585
7408.0,7501.48780916472
5443.0,5832.0708906304935
10539.0,11209.801400847991
7723.0,11069.468838262019
15411.0,15527.426273252948
7229.0,7227.326121922389
4804.0,4755.536908479262
4050.0,3628.3316607154675
14151.0,13858.223643082885
4957.0,4729.975703635934
7591.0,9225.075188796942
11134.0,10866.641059008754
6600.0,6752.465002080559
4966.0,7435.387338343602
15481.0,13879.421029682146
5515.0,5262.626842051921
14714.0,15286.59424168244
4959.0,5072.2915298420385
7229.0,7304.794032399619
6094.0,6262.610901894742
4409.0,4189.766451880176
9794.0,9922.46646296714
5678.0,5409.74951853124
6442.0,6409.927172305207
4878.0,4732.923680858204
12446.0,10625.875758956403
16704.0,15611.10354218694
9134.0,8989.748141649156
8586.0,9560.287809483663
7229.0,6899.293102198801
6144.0,4831.072390529913
6961.0,6597.524952158715
10844.0,8975.149412163233
3597.0,3591.847562327843
7139.0,7480.160272398588
25139.0,16883.375472404812
10368.0,10516.713588222941
5117.0,4809.860546358144
9211.0,8917.96422656629
4174.0,3995.3223255775283
10786.0,8662.510943433534
9134.0,8894.87499955158
13376.0,13719.492070214696
6955.0,6489.741535842099
10844.0,10180.096680342416
3807.0,4178.174459781269
9663.0,9653.328412179653
12373.0,12208.694618289286
4991.0,4021.9698838523705
6745.0,6937.757216588246
10262.0,10315.899289913694
6540.0,6362.061989536083
3873.0,3870.0201144820835
15554.0,15609.500561283123
4804.0,4758.838939680636
7438.0,6409.753324598723
6181.0,4358.628621909058
9424.0,8204.036839244181
12725.0,12836.680981107733
6046.0,5260.455890592717
3971.0,3868.3927849430315
12692.0,12911.582222031953
7451.0,7467.767721405629
13817.0,13880.053821037352
10703.0,10884.581173928824
13817.0,13849.560082218457
27210.0,25374.79844338407
13941.0,13986.995398830004
10246.0,10554.755417147697
4804.0,4766.888090577723
6810.0,7929.874294915073
5198.0,4364.500974905185
5613.0,5014.423556746491
4784.0,5425.279289056987
5406.0,6633.6977420297035
5228.0,5891.225434882336
12898.0,12828.107984555987
4667.0,4638.486585881677
14781.0,14985.502797538358
5403.0,5468.209450118601
9899.0,9609.54472653572
13029.0,13118.81478176031
9187.0,9530.825225609924
4823.0,4801.62835249855
8665.0,8672.648550985352
14871.0,14613.74918789956
4049.0,4174.633350976695
4667.0,4545.437944298546
4226.0,4118.21728350934
7591.0,8616.500858939766
19225.0,18775.281029122056
12898.0,12559.515242414505
2754.0,2741.1857984869225
1965.0,2112.286588296688
12835.0,13729.227180220281
52229.0,47957.07289599481
14533.0,13645.270698328668
4668.0,4737.01317425495
11822.0,11793.667151835607
6017.0,7146.477286853545
14714.0,14799.539089260332
3597.0,3536.918110062592
3383.0,3765.601881515701
11642.0,12043.531196400016
5403.0,5324.789583300314
14221.0,13805.55853488712
8586.0,9963.64458936969
4049.0,4318.54942028888
10262.0,10470.349777643038
7888.0,7670.967871038585
8236.0,8346.711687276777
12961.0,12583.725718060712
8586.0,8659.320324238273
5279.0,5073.770449815566
3419.0,3509.1490752019395
13292.0,13934.937012183596
13067.0,13759.97047661204
3597.0,3805.676875827454
15554.0,15890.16862796988
6027.0,6324.786348466679
14781.0,14674.722016902693
3943.0,3836.9365667349157
5842.0,5412.42444280321
4326.0,5817.44185395816
8937.0,9433.712770108754
3670.0,4378.535221595163
4823.0,4752.573044020884
2071.0,2301.736000866746
6093.0,6004.302560328993
11682.0,11381.201609596308
7774.0,9757.886637117848
13067.0,13252.328213936677
7514.0,6618.553119307938
6838.0,7987.176012740309
3858.0,3875.7690333696496
6795.0,7288.569352026072
16263.0,17190.881299771314
8576.0,8921.888421120702
5228.0,5910.78763933662
16704.0,15544.100194046034
8872.0,6835.423978350578
3898.0,4167.119811885192
3332.0,3276.65810741194
5608.0,6164.191185323808
13941.0,13907.869712758396
9100.0,9159.289244689706
4878.0,4918.3712087947915
6416.0,6510.183783645831
2017.0,2088.7275236807936
10976.0,10312.190924385171
10031.0,10483.922599314386
4462.0,4213.941729753368
5073.0,5014.325067823404
4326.0,3623.7628148705953
10161.0,10983.078685161667
3175.0,3388.221232255102
12312.0,12603.59285937167
12604.0,12622.277825235251
10877.0,11200.033786913247
4226.0,4465.964964623551
5406.0,5310.627435806197
8618.0,5936.956096613283
4174.0,4436.327421888103
10651.0,8852.293802281125
5963.0,7047.1538910587715
10368.0,10620.808471762255
7681.0,11020.972336254314
7485.0,7516.403990703297
4544.0,4503.57382532173
4649.0,4873.385678174168
11982.0,11700.162584738577
4995.0,5057.050809599656
5069.0,4992.33083975803
3873.0,3964.965539934981
3873.0,4055.7707279189876
8907.0,8638.540159460443
10844.0,10864.404622856075
10844.0,10677.26833129355
9663.0,9516.732724008649
13292.0,13618.257007056129
14441.0,15202.935656194224
4050.0,3912.5446129022944
6144.0,5294.335457927945
14871.0,14716.604930795631
4483.0,4494.94084602709
6979.0,7038.596009609096
8040.0,8017.09065756306
7048.0,6686.545111419082
3573.0,3851.944268425417
5054.0,5954.364842586364
8582.0,8792.66363470973
8759.0,9012.554443313726
6442.0,6375.294872400264
8879.0,8929.234970771793
10031.0,10563.673992057715
10368.0,10558.909238572105
3943.0,3940.460497903499
14871.0,14759.351832124401
4995.0,4871.006674102737
10791.0,8497.349290707614
2753.0,2442.757625635061
4423.0,4166.299910176665
4409.0,4097.90676298342
6117.0,5889.275933151738
15129.0,15273.498761272122
9345.0,8613.259657984341
8085.0,8286.21830357436
15554.0,15486.702229941531
3573.0,3849.641428879235
17073.0,18427.127713639293
6795.0,6984.424124254105
5403.0,5382.729747631685
3540.0,3635.521487057527
6216.0,5958.880920087011
3359.0,4028.9666096858623
10844.0,10692.005668610951
6961.0,6667.761948663948
4107.0,3867.1547005346574
13069.0,11557.200974560039
13357.0,13964.20012527641
6938.0,6816.880059983687
13292.0,13253.166536881443
26743.0,24879.678198469715
13568.0,11199.35128767485
15353.0,14461.450447811769
3597.0,3649.9768660079276
10031.0,10672.885776500541
14687.0,14141.435583902085
7229.0,6625.818870922413
10188.0,8513.966614483239
7398.0,8333.251093935303
16704.0,15536.295531184625
8153.0,8736.23988082743
7229.0,7263.9039148214415
6943.0,7772.209975620881
8937.0,8615.16159670594
9400.0,11714.664078809436
13152.0,13045.84782466791
3419.0,3876.007685942291
7927.0,8410.585277448727
9796.0,9657.618030465208
8028.0,9385.484908639137
10759.0,9755.77101379139
10197.0,10303.4537601195
5228.0,5859.304130290404
9275.0,8644.293919849872
5277.0,6385.368727756706
13848.0,13195.529387299672
6412.0,6872.937110193019
13941.0,14003.559203751092
4668.0,4696.237657350849
3419.0,3486.8850629461554
3943.0,4082.2207909423946
6528.0,6384.93652859862
7229.0,7208.524848620892
13542.0,9044.721464089273
8529.0,8795.35656769173
8016.0,8064.519879450564
13029.0,12348.095704335743
15129.0,16421.982652047696
10368.0,10669.11852197803
8666.0,9511.114117093279
15554.0,15458.226272980215
26890.0,26558.495704404046
13067.0,13285.020908134897
4544.0,4464.189587820744
8452.0,9115.461898981288
7268.0,8473.992861935238
9627.0,9778.796546999127
9103.0,9469.839361800527
11142.0,10529.895303627596
4148.0,4215.050413133473
10844.0,10845.258244695633
9646.0,9503.214496612689
12475.0,10977.15155232128
15554.0,15734.040348468396
10262.0,11747.774902612122
6961.0,6440.3701591537565
10262.0,10181.083682759085
10262.0,10236.620484597443
3943.0,4267.245440309726
3625.0,3130.352774774397
13378.0,11209.651585875039
13882.0,14006.594556666283
3943.0,4223.266895663203
14687.0,14355.77136515156
6451.0,6395.528473036046
4878.0,4934.341355420814
8542.0,8218.72986393482
4804.0,4766.792306058623
6711.0,6597.546193166262
16108.0,14874.629194718866
3943.0,3889.336310748302
15422.0,14996.963921593877
5694.0,5009.354259468863
12681.0,12946.018670972078
8586.0,9228.142684282664
6144.0,6726.502033965562
6015.0,5465.98883670228
7155.0,7560.453606633176
12692.0,13070.740468884884
8277.0,7894.11585492198
9347.0,10844.834815402337
4939.0,6280.188672862463
5678.0,5869.015463544704
10844.0,10953.21395581657
7280.0,7174.276207029191
7618.0,10487.197419696937
15147.0,15003.669448706609
13941.0,14294.353075174848
11467.0,11607.378851301422
6270.0,7440.961590578903
17057.0,17310.516242258225
8016.0,7840.771785780094
4760.0,4774.339991919064
3815.0,4021.1958354721796
4174.0,4074.9422340505166
12692.0,13261.60697885803
15532.0,14193.353974528289
4995.0,4984.314933689035
12898.0,12479.878915934045
9794.0,9679.161982959997
5228.0,6026.688838177393
10262.0,10507.910241346071
9646.0,9521.713827203555
15149.0,14612.449208347829
4205.0,3996.386895096336
15147.0,15179.108713066114
13712.0,12917.807581946174
12415.0,10260.713582487953
5192.0,5400.28251553175
5162.0,5483.850842719734
9027.0,8568.03101278706
11134.0,10524.842952357534
10844.0,9964.261735097823
12890.0,12707.535948832812
14571.0,14601.289984730101
12121.0,13376.244716798514
12373.0,12525.772656045936
10972.0,11708.69458714563
10262.0,10832.156752281518
12898.0,12702.34082105534
6442.0,6863.454650445755
5403.0,5235.18172981477
5703.0,5978.254237301499
9871.0,11080.130814405517
4174.0,4326.223947440783
11972.0,12498.949898027073
4174.0,4061.270919238709
4804.0,4796.349474507966
12681.0,12629.55358828735
4508.0,4580.157990749972
10262.0,10388.16806624232
16775.0,16169.186211574182
7198.0,7400.473878854526
13014.0,13321.307359903923
10991.0,11822.383872865648
3687.0,3683.5568812490974
5530.0,4508.666449541476
3815.0,3730.7026103723533
6535.0,10992.94399583357
17234.0,17246.72180937002
19907.0,18895.795579297523
5022.0,5937.494995390813
6305.0,8446.818755193071
8728.0,8930.619768481603
3943.0,3953.8502001415577
3175.0,3101.1308744410485
7229.0,7406.506480657989
8620.0,8223.334948082069
10657.0,10725.929977331645
7832.0,7832.086461601436
11150.0,10887.041433316834
25735.0,26335.9913866981
16263.0,17070.85261383596
5797.0,5724.456967386934
14237.0,14347.688571781
10262.0,10327.852726368606
10262.0,10440.199082765193
3943.0,4105.430040328427
12898.0,12852.381512114827
3419.0,3731.2973083158768
8033.0,7325.258792376736
27992.0,27421.041683076262
13941.0,14291.681596787184
14388.0,14387.129592052223
10844.0,10413.247880581626
11600.0,10265.659145238109
5277.0,5006.668665011802
10262.0,10560.573661994204
6144.0,6613.930985835253
12898.0,10358.037953968635
13941.0,13924.4999494848
12373.0,12340.14488351312
3841.0,3738.2075940862474
10697.0,11144.870359035122
26890.0,27681.37884261053
2175.0,2074.6365453340936
9476.0,9776.389386539417
3100.0,3054.9149999261413
10368.0,10455.501352948215
2017.0,2003.6329355790226
3841.0,3833.2906243241623
10493.0,11289.179022888587
5126.0,6409.432724714874
3943.0,3958.3674163887326
11552.0,11242.354369440682
7934.0,7376.596798256868
6092.0,9993.710120005422
10112.0,9194.701689238955
6627.0,6542.215816642091
11507.0,11350.822589200287
26890.0,26142.74109229389
13817.0,15236.299815963821
13364.0,13574.906643483862
9187.0,8782.246653638605
5277.0,5301.0495319969405
13492.0,11222.872276352557
5162.0,5244.584224314938
5897.0,5659.929250616194
5510.0,5739.723054139462
17261.0,17318.861654220214
7485.0,7498.642110790108
4667.0,4651.928267712931
14151.0,13657.934106992416
7048.0,6636.716597930646
12557.0,12404.654194135446
15965.0,16581.701652273336
11791.0,12016.046675170342
8291.0,8935.875773388285
4990.0,4995.441131221062
9135.0,9378.031302518346
4409.0,4409.800269965103
10844.0,9025.194744957616
10407.0,11116.454862887826
9315.0,10393.125182724778
9663.0,9090.113908871012
9264.0,7976.898948861189
3597.0,3570.3595386340126
6442.0,6421.228738356021
15078.0,14179.88977881552
6218.0,6225.08198075857
10262.0,10335.871618466072
13677.0,14185.149994384788
8016.0,7945.869844321082
10262.0,10336.662332318718
3873.0,3851.080444401263
4812.0,4814.3820074431615
2017.0,1960.841637228304
4462.0,4369.556155997506
10231.0,10778.153114033197
6383.0,6180.811235009905
11989.0,12964.75321260039
7303.0,7012.1675300847555
7229.0,7099.777880726828
4995.0,5028.851225608987
7408.0,9944.558459764023
14960.0,14761.809760393011
4482.0,3762.882961642197
6442.0,6699.231053375535
6144.0,4985.277139356897
15129.0,15075.210362637306
10231.0,11148.63790156366
4823.0,4699.044381160513
4823.0,4989.363584323856
12898.0,12743.730706825127
5678.0,5333.748625929283
14483.0,15710.567233488757
2228.0,2814.933021422917
8018.0,8786.281573331455
15136.0,15495.386494427155
5583.0,5925.25726051152
13381.0,13295.255197666616
7932.0,7157.960475317883
7757.0,9115.250314078163
13029.0,12956.432606778422
3841.0,3816.3492205788343
10216.0,11961.323344490122
3100.0,2878.394545747839
8245.0,8793.65336248974
14594.0,16172.90039318113
14237.0,14521.821894776465
13164.0,11755.532525234341
14924.0,14755.15873902791
10844.0,10755.936407105884
7064.0,6364.122729831379
9555.0,9654.225284489956
7155.0,7770.093944876335
12192.0,12335.031650305327
7353.0,8009.6341920510495
5054.0,5085.059938138974
18485.0,18577.676272096684
10844.0,10794.578855681328
6144.0,5041.241176293228
2754.0,2839.707928727391
12327.0,9969.013846282482
3841.0,3833.0595192341516
12373.0,12311.712898085681
7318.0,7277.29118503044
16736.0,16392.239363023436
6195.0,6679.347091056822
2753.0,2552.7256564189197
3807.0,3885.408332844793
20064.0,19069.47437315093
5406.0,5657.684073654917
